Kudos Date,Kudos Type,Parent ID
"Apr 4, 2020, 11:30:04 PM",Activity,3254938450
"Apr 4, 2020, 11:30:55 PM",Activity,3252270393
"Apr 4, 2020, 11:31:06 PM",Activity,3252209144
"Apr 4, 2020, 11:32:11 PM",Activity,3252152846
"Apr 4, 2020, 11:32:22 PM",Activity,3251937463
"Apr 5, 2020, 7:02:56 AM",Activity,3256440750
"Apr 7, 2020, 1:22:26 AM",Activity,3264679637
"Apr 11, 2020, 3:56:03 AM",Activity,3281171872
"Apr 11, 2020, 4:01:30 AM",Activity,3278046073
"Apr 11, 2020, 4:01:43 AM",Activity,3278099819
"Apr 11, 2020, 4:02:06 AM",Activity,3278093181
"Apr 12, 2020, 4:28:38 AM",Activity,3286908453
"Apr 12, 2020, 6:41:53 AM",Activity,3287284409
"Apr 12, 2020, 6:42:27 AM",Activity,3287369158
"Apr 12, 2020, 6:42:45 AM",Activity,3287328159
"Apr 12, 2020, 6:56:53 AM",Activity,3286871494
"Apr 12, 2020, 6:58:17 AM",Activity,3286810882
"Apr 12, 2020, 7:23:04 PM",Activity,3290692012
"Apr 14, 2020, 5:09:10 AM",Activity,3296094719
"Apr 14, 2020, 7:33:59 AM",Activity,3296239430
"Apr 14, 2020, 7:34:01 AM",Activity,3296284095
"Apr 15, 2020, 6:53:14 AM",Activity,3300736571
"Apr 15, 2020, 6:53:19 AM",Activity,3300800227
"Apr 15, 2020, 6:53:21 AM",Activity,3300747700
"Apr 16, 2020, 1:54:06 AM",Activity,3305177455
"Apr 17, 2020, 12:34:13 AM",Activity,3305460859
"Apr 17, 2020, 8:10:29 PM",Activity,3310170661
"Apr 18, 2020, 9:02:17 AM",Activity,3314798033
"Apr 19, 2020, 5:24:44 AM",Activity,3319260907
"Apr 19, 2020, 5:24:51 AM",Activity,3319260840
"Apr 19, 2020, 8:51:48 AM",Activity,3319634750
"Apr 19, 2020, 8:52:26 AM",Activity,3319302204
"Apr 20, 2020, 3:38:17 AM",Activity,3320286455
"Apr 21, 2020, 7:13:26 AM",Activity,3329270076
"Apr 23, 2020, 1:20:38 AM",Activity,3334817524
"Apr 23, 2020, 1:20:55 AM",Activity,3334624937
"Apr 26, 2020, 8:30:53 PM",Activity,3354095266
"Apr 27, 2020, 5:36:03 AM",Activity,3359642292
"Apr 28, 2020, 7:00:36 PM",Activity,3364069917
"Apr 29, 2020, 12:15:45 AM",Activity,3367961003
"Apr 30, 2020, 6:41:32 AM",Activity,3373807341
"Apr 30, 2020, 6:41:45 AM",Activity,3372477198
"Apr 30, 2020, 6:42:12 AM",Activity,3373697349
"Apr 30, 2020, 6:42:28 AM",Activity,3373630414
"May 1, 2020, 2:19:51 AM",Activity,3377781945
"May 1, 2020, 2:30:51 AM",Activity,3377539824
"May 3, 2020, 1:34:41 AM",Activity,3388289922
"May 3, 2020, 1:35:01 AM",Activity,3388154307
"May 3, 2020, 7:45:07 AM",Activity,3388571062
"May 4, 2020, 12:38:52 AM",Activity,3394241135
"May 4, 2020, 7:33:55 PM",Activity,3394915815
"May 4, 2020, 7:34:35 PM",Activity,3394839947
"May 5, 2020, 7:55:00 AM",Activity,3400220480
"May 5, 2020, 7:55:12 AM",Activity,3400219667
"May 6, 2020, 12:50:05 AM",Activity,3404769857
"May 6, 2020, 6:07:51 AM",Activity,3405469206
"May 6, 2020, 6:08:23 AM",Activity,3405469306
"May 6, 2020, 7:31:00 AM",Activity,3405595858
"May 7, 2020, 7:01:15 PM",Activity,3411086661
"May 7, 2020, 7:01:39 PM",Activity,3411146353
"May 7, 2020, 7:01:45 PM",Activity,3411415300
"May 9, 2020, 9:23:54 PM",Activity,3422087385
"May 9, 2020, 9:25:12 PM",Activity,3421886191
"May 10, 2020, 8:11:14 PM",Activity,3431233246
"May 12, 2020, 3:27:10 AM",Activity,3437322062
"May 12, 2020, 5:49:21 AM",Activity,3437399975
"May 12, 2020, 5:49:48 AM",Activity,3437519447
"May 12, 2020, 5:49:50 AM",Activity,3437494943
"May 12, 2020, 11:55:45 PM",Activity,3440212631
"May 13, 2020, 3:54:44 AM",Activity,3442678422
"May 13, 2020, 3:55:28 AM",Activity,3442411671
"May 13, 2020, 8:32:40 PM",Activity,3445619144
"May 14, 2020, 2:02:15 AM",Activity,3447685454
"May 14, 2020, 7:44:18 AM",Activity,3448357178
"May 14, 2020, 7:44:19 AM",Activity,3447955227
"May 14, 2020, 8:17:05 AM",Activity,3448189454
"May 14, 2020, 6:28:03 PM",Activity,3450862193
"May 15, 2020, 3:55:45 AM",Activity,3452814805
"May 15, 2020, 3:56:01 AM",Activity,3452939956
"May 15, 2020, 9:27:46 AM",Activity,3453778559
"May 16, 2020, 4:46:21 AM",Activity,3457765913
"May 16, 2020, 4:46:22 AM",Activity,3457764333
"May 16, 2020, 4:46:23 AM",Activity,3457772902
"May 16, 2020, 4:46:24 AM",Activity,3457769098
"May 16, 2020, 4:49:25 AM",Activity,3457771982
"May 16, 2020, 4:49:25 AM",Activity,3447956629
"May 16, 2020, 4:49:42 AM",Activity,3453949189
"May 16, 2020, 7:51:39 AM",Activity,3457970199
"May 16, 2020, 6:16:06 PM",Activity,3461578633
"May 17, 2020, 12:07:48 AM",Activity,3457890460
"May 17, 2020, 12:08:20 AM",Activity,3463125589
"May 17, 2020, 12:08:41 AM",Activity,3462864248
"May 17, 2020, 5:24:59 AM",Activity,3463344856
"May 17, 2020, 5:25:07 AM",Activity,3463306925
"May 17, 2020, 6:30:11 PM",Activity,3464578439
"May 17, 2020, 8:15:16 PM",Activity,3462790907
"May 18, 2020, 3:22:53 AM",Activity,3468724608
"May 19, 2020, 5:40:14 AM",Activity,3474488036
"May 19, 2020, 6:55:03 PM",Activity,3477874581
"May 20, 2020, 9:22:24 PM",Activity,3480398095
"May 20, 2020, 9:22:33 PM",Activity,3480495807
"May 20, 2020, 9:22:38 PM",Activity,3480398203
"May 20, 2020, 9:22:43 PM",Activity,3480540612
"May 21, 2020, 5:57:39 AM",Activity,3485682144
"May 21, 2020, 5:57:42 AM",Activity,3485857346
"May 21, 2020, 5:59:15 AM",Activity,3485977295
"May 21, 2020, 5:59:20 AM",Activity,3485953032
"May 23, 2020, 6:23:48 AM",Activity,3496161393
"May 23, 2020, 6:25:13 AM",Activity,3496146685
"May 23, 2020, 6:25:13 AM",Activity,3496162492
"May 23, 2020, 6:26:09 AM",Activity,3495978947
"May 23, 2020, 6:26:12 AM",Activity,3496153143
"May 23, 2020, 6:26:14 AM",Activity,3496143305
"May 23, 2020, 6:26:14 AM",Activity,3496217051
"May 24, 2020, 12:04:15 AM",Activity,3500861105
"May 26, 2020, 6:08:19 AM",Activity,3512592666
"May 26, 2020, 6:08:23 AM",Activity,3506826592
"May 27, 2020, 7:15:54 AM",Activity,3512570941
"May 27, 2020, 7:15:56 AM",Activity,3512739491
"May 27, 2020, 7:15:57 AM",Activity,3518037684
"May 28, 2020, 12:15:00 AM",Activity,3518116317
"May 28, 2020, 6:22:56 AM",Activity,3523713525
"May 28, 2020, 6:22:57 AM",Activity,3523726626
"May 28, 2020, 6:25:37 AM",Activity,3518162649
"May 28, 2020, 6:53:06 AM",Activity,3523876440
"May 28, 2020, 7:53:53 AM",Activity,3524033776
"May 28, 2020, 7:22:42 PM",Activity,3527059227
"May 29, 2020, 4:53:10 AM",Activity,3528660480
"May 29, 2020, 4:53:20 AM",Activity,3528774051
"May 30, 2020, 4:36:19 AM",Activity,3533515917
"May 30, 2020, 4:36:23 AM",Activity,3533583633
"May 30, 2020, 4:36:26 AM",Activity,3533241956
"May 30, 2020, 4:57:25 AM",Activity,3533324665
"May 30, 2020, 4:58:01 AM",Activity,3533497793
"May 30, 2020, 4:58:09 AM",Activity,3533550265
"May 30, 2020, 10:26:43 AM",Activity,3533815375
"May 30, 2020, 10:38:49 PM",Activity,3533653640
"May 31, 2020, 12:24:23 AM",Activity,3538660396
"May 31, 2020, 12:25:03 AM",Activity,3538726864
"May 31, 2020, 4:35:31 AM",Activity,3538878622
"May 31, 2020, 7:41:27 AM",Activity,3539206666
"May 31, 2020, 7:41:30 AM",Activity,3539205811
"May 31, 2020, 7:42:03 AM",Activity,3539278800
"May 31, 2020, 10:03:02 AM",Activity,3540181091
"Jun 1, 2020, 3:22:11 AM",Activity,3544864990
"Jun 1, 2020, 9:59:07 PM",Activity,3545314670
"Jun 2, 2020, 6:24:21 AM",Activity,3550623899
"Jun 2, 2020, 9:06:28 AM",Activity,3551069881
"Jun 2, 2020, 9:06:40 AM",Activity,3551053357
"Jun 3, 2020, 4:00:13 AM",Activity,3555184506
"Jun 3, 2020, 4:00:18 AM",Activity,3550625628
"Jun 3, 2020, 4:00:25 AM",Activity,3555182823
"Jun 3, 2020, 4:00:26 AM",Activity,3550625400
"Jun 3, 2020, 4:01:03 AM",Activity,3555806030
"Jun 3, 2020, 4:57:40 AM",Activity,3556033763
"Jun 3, 2020, 4:57:50 AM",Activity,3556051227
"Jun 3, 2020, 4:57:59 AM",Activity,3556051303
"Jun 4, 2020, 7:35:24 AM",Activity,3561309852
"Jun 4, 2020, 7:35:31 AM",Activity,3561403541
"Jun 4, 2020, 7:35:45 AM",Activity,3561341946
"Jun 4, 2020, 7:35:53 AM",Activity,3561222973
"Jun 4, 2020, 7:35:53 AM",Activity,3550612697
"Jun 6, 2020, 6:11:30 AM",Activity,3570239648
"Jun 6, 2020, 7:31:35 PM",Activity,3572655706
"Jun 6, 2020, 11:49:43 PM",Activity,3574812249
"Jun 6, 2020, 11:50:01 PM",Activity,3574765861
"Jun 6, 2020, 11:50:41 PM",Activity,3574805567
"Jun 7, 2020, 12:51:32 AM",Activity,3574880577
"Jun 7, 2020, 5:58:37 AM",Activity,3574924505
"Jun 7, 2020, 5:58:50 AM",Activity,3575390321
"Jun 7, 2020, 6:41:34 AM",Activity,3575462651
"Jun 8, 2020, 1:05:38 AM",Activity,3580670213
"Jun 8, 2020, 1:06:04 AM",Activity,3578439357
"Jun 8, 2020, 1:06:15 AM",Activity,3575770698
"Jun 8, 2020, 6:11:15 AM",Activity,3581123059
"Jun 8, 2020, 6:11:24 AM",Activity,3556728542
"Jun 9, 2020, 2:42:04 AM",Activity,3585082153
"Jun 9, 2020, 2:42:20 AM",Activity,3585440853
"Jun 9, 2020, 2:42:58 AM",Activity,3583438295
"Jun 9, 2020, 2:43:34 AM",Activity,3581338814
"Jun 9, 2020, 5:41:00 AM",Activity,3585957840
"Jun 9, 2020, 6:28:49 AM",Activity,3586043529
"Jun 9, 2020, 6:28:53 AM",Activity,3586043670
"Jun 9, 2020, 6:28:56 AM",Activity,3586037439
"Jun 9, 2020, 6:29:12 AM",Activity,3586043568
"Jun 9, 2020, 6:29:14 AM",Activity,3586054205
"Jun 9, 2020, 6:29:23 AM",Activity,3586053948
"Jun 9, 2020, 6:29:27 AM",Activity,3586053582
"Jun 9, 2020, 6:29:32 AM",Activity,3585987273
"Jun 9, 2020, 6:29:36 AM",Activity,3585931177
"Jun 10, 2020, 6:05:26 AM",Activity,3591316767
"Jun 11, 2020, 5:45:46 AM",Activity,3596158525
"Jun 11, 2020, 5:45:47 AM",Activity,3596150539
"Jun 11, 2020, 5:45:48 AM",Activity,3596151593
"Jun 11, 2020, 6:08:54 AM",Activity,3596073944
"Jun 11, 2020, 6:09:11 AM",Activity,3570206685
"Jun 11, 2020, 6:09:13 AM",Activity,3570176191
"Jun 11, 2020, 6:09:14 AM",Activity,3596150535
"Jun 11, 2020, 9:26:49 AM",Activity,3596494677
"Jun 11, 2020, 9:27:32 AM",Activity,3596719444
"Jun 11, 2020, 9:27:37 AM",Activity,3596719280
