Kudos Date,Kudos Type,Parent ID
"Dec 1, 2015, 7:37:13 AM",Activity,442339505
"Dec 1, 2015, 7:38:03 AM",Activity,440491684
"Dec 1, 2015, 7:38:07 AM",Activity,440064013
"Dec 1, 2015, 7:38:44 AM",Activity,438995187
"Dec 7, 2015, 5:39:46 PM",Activity,445026357
"Dec 7, 2015, 5:39:49 PM",Activity,444416204
"Dec 27, 2015, 5:46:09 AM",Activity,456893813
"Jan 31, 2016, 6:24:34 AM",Activity,482309464
"Feb 18, 2016, 5:56:03 PM",Activity,495362946
"Feb 18, 2016, 5:56:15 PM",Activity,495322508
"Feb 28, 2016, 5:16:41 AM",Activity,504067535
"Apr 3, 2016, 8:57:51 AM",Activity,534009174
"Apr 3, 2016, 8:58:02 AM",Activity,533006702
"Jun 10, 2016, 5:09:53 AM",Activity,603508624
"Jun 23, 2016, 4:43:11 AM",Activity,617019390
"Jul 31, 2016, 7:08:15 AM",Activity,659223815
"Sep 6, 2016, 3:34:48 AM",Activity,701902761
"Oct 30, 2016, 5:25:07 AM",Activity,759984041
"Feb 16, 2017, 7:13:42 AM",Activity,868068612
"Apr 14, 2017, 9:50:50 PM",Activity,941250973
"May 4, 2017, 5:43:29 AM",Feed Entry,71534518
"May 12, 2017, 10:02:38 PM",Activity,983214826
"Feb 18, 2018, 1:39:45 AM",Activity,1412886494
"Mar 17, 2018, 1:05:43 AM",Activity,1455507144
"Mar 19, 2018, 5:29:22 PM",Activity,1460509805
"Mar 30, 2018, 8:22:21 AM",Activity,1479089274
"Mar 31, 2018, 12:37:34 AM",Activity,1480595565
"Apr 1, 2018, 5:24:44 AM",Activity,1482661086
"Jun 4, 2018, 1:26:59 AM",Activity,1613429284
"Jun 15, 2018, 8:05:56 AM",Activity,1639170873
"Jul 11, 2018, 7:26:54 PM",Activity,1694753276
"Jul 11, 2018, 7:27:01 PM",Activity,1694938830
"Jul 11, 2018, 7:27:45 PM",Activity,1690479854
"Jul 11, 2018, 7:27:50 PM",Activity,1692533699
"Jul 24, 2018, 7:04:15 AM",Activity,1722042168
"Jul 27, 2018, 8:08:08 PM",Activity,1728503999
"Aug 7, 2018, 8:47:36 AM",Activity,1755404205
"Sep 23, 2018, 5:48:13 AM",Activity,1859557315
"Sep 23, 2018, 5:48:14 AM",Activity,1859481346
"Sep 23, 2018, 5:48:15 AM",Activity,1859397802
"Oct 14, 2018, 6:42:55 AM",Activity,1902927991
"Oct 14, 2018, 6:42:56 AM",Activity,1903203549
"Oct 21, 2018, 10:30:07 PM",Activity,1917573709
"Oct 21, 2018, 10:30:07 PM",Activity,1919702202
"Dec 4, 2018, 5:22:09 AM",Activity,1999078797
"Dec 9, 2018, 8:30:49 PM",Activity,2007316254
"Dec 9, 2018, 8:30:50 PM",Activity,2007413674
"Dec 9, 2018, 8:32:06 PM",Activity,2004233583
"Dec 11, 2018, 8:58:58 AM",Activity,2011116298
"Dec 11, 2018, 8:58:58 AM",Activity,2011078400
"Dec 12, 2018, 12:51:30 AM",Activity,2011162685
"Dec 16, 2018, 1:33:55 AM",Activity,2017537247
"Dec 16, 2018, 1:33:56 AM",Activity,2017553459
"Dec 19, 2018, 12:22:00 AM",Activity,2024093669
"Dec 24, 2018, 5:18:32 PM",Activity,2030803775
"Dec 30, 2018, 6:23:11 AM",Activity,2043252995
"Dec 31, 2018, 8:43:38 PM",Activity,2046758844
"Dec 31, 2018, 8:43:40 PM",Activity,2045999606
"Dec 31, 2018, 8:44:07 PM",Activity,2045438120
"Jan 6, 2019, 7:25:30 AM",Activity,2058713731
"Jan 7, 2019, 1:48:24 AM",Activity,2058848631
"Jan 7, 2019, 1:49:19 AM",Activity,2061168651
"Jan 7, 2019, 1:49:21 AM",Activity,2060799602
"Jan 13, 2019, 6:16:57 AM",Activity,2074740489
"Jan 15, 2019, 5:21:58 PM",Activity,2079654837
"Jan 15, 2019, 5:22:00 PM",Activity,2079638561
"Jan 16, 2019, 5:24:59 PM",Activity,2081918981
"Jan 20, 2019, 7:28:01 AM",Activity,2090605647
"Jan 23, 2019, 1:14:18 AM",Activity,2095236040
"Jan 23, 2019, 1:14:18 AM",Activity,2095192161
"Feb 3, 2019, 7:57:11 AM",Activity,2120588193
"Feb 5, 2019, 6:14:56 AM",Activity,2124981725
"Feb 11, 2019, 7:32:19 AM",Activity,2138377186
"Feb 16, 2019, 7:22:11 PM",Activity,2151999998
"Feb 26, 2019, 5:13:34 AM",Activity,2175857387
"Feb 27, 2019, 6:23:55 AM",Activity,2178181016
"Feb 27, 2019, 6:24:09 AM",Activity,2177571178
"Mar 6, 2019, 6:46:18 AM",Activity,2192058068
"Mar 6, 2019, 6:46:19 AM",Activity,2191897097
"Mar 6, 2019, 6:46:21 AM",Activity,2191970310
"Mar 20, 2019, 7:03:48 AM",Activity,2223575273
"Apr 8, 2019, 12:12:44 AM",Activity,2267827532
"Apr 28, 2019, 8:29:47 AM",Activity,2324275476
"May 11, 2019, 7:50:38 AM",Activity,2357597265
"May 25, 2019, 1:30:08 AM",Activity,2394454853
"May 30, 2019, 6:14:23 PM",Activity,2408234018
"Jun 21, 2019, 9:10:18 AM",Activity,2467494572
"Jun 21, 2019, 9:24:30 AM",Activity,2450756709
"Jun 28, 2019, 7:58:04 PM",Activity,2486226005
"Jun 30, 2019, 3:24:11 AM",Activity,2491027568
"Jun 30, 2019, 3:24:12 AM",Activity,2488659217
"Jun 30, 2019, 4:10:20 AM",Activity,2491408524
"Jun 30, 2019, 4:10:39 AM",Activity,2491406200
"Jul 14, 2019, 3:31:29 AM",Activity,2530054436
"Jul 14, 2019, 3:31:37 AM",Activity,2529895406
"Jul 17, 2019, 5:05:27 AM",Activity,2535779999
"Aug 7, 2019, 5:37:31 AM",Activity,2597568682
"Sep 7, 2019, 6:31:19 AM",Activity,2686015309
"Sep 16, 2019, 2:10:00 AM",Activity,2709850178
"Sep 16, 2019, 2:10:25 AM",Activity,2709408918
"Sep 20, 2019, 8:40:33 AM",Activity,2724089184
"Sep 22, 2019, 8:14:34 AM",Activity,2729497515
"Sep 26, 2019, 8:02:13 AM",Activity,2740637773
"Sep 27, 2019, 2:45:50 AM",Activity,2742320030
"Oct 11, 2019, 8:49:19 AM",Activity,2778865416
"Oct 19, 2019, 8:24:23 AM",Activity,2799533514
"Nov 10, 2019, 5:43:11 AM",Activity,2853808893
"Nov 13, 2019, 6:01:30 AM",Activity,2861163912
"Nov 19, 2019, 6:35:45 AM",Activity,2873391495
"Dec 5, 2019, 9:44:16 PM",Activity,2912155775
"Dec 5, 2019, 9:44:26 PM",Activity,2912155394
"Dec 7, 2019, 4:44:39 AM",Activity,2916135693
"Dec 21, 2019, 3:50:21 AM",Activity,2945513044
"Dec 21, 2019, 10:49:49 PM",Activity,2946227948
"Dec 21, 2019, 10:50:06 PM",Activity,2945962093
"Dec 22, 2019, 5:50:42 PM",Activity,2948400681
"Dec 24, 2019, 7:10:41 AM",Activity,2951558941
"Dec 24, 2019, 7:10:59 AM",Activity,2950639731
"Dec 25, 2019, 12:28:01 AM",Activity,2954253494
"Dec 25, 2019, 5:19:00 AM",Activity,2954619466
"Dec 25, 2019, 5:20:13 AM",Activity,2952493714
"Dec 25, 2019, 8:00:36 AM",Activity,2954726876
"Dec 25, 2019, 8:01:28 AM",Activity,2954722628
"Dec 25, 2019, 8:01:55 AM",Activity,2954790387
"Dec 26, 2019, 4:16:27 AM",Activity,2956554428
"Dec 26, 2019, 4:33:44 AM",Activity,2956577796
"Dec 26, 2019, 4:34:04 AM",Activity,2956312703
"Dec 27, 2019, 6:22:27 AM",Activity,2959034996
"Dec 28, 2019, 1:04:12 AM",Activity,2960881875
"Dec 28, 2019, 7:01:39 AM",Activity,2961461250
"Dec 28, 2019, 7:01:39 AM",Activity,2961478100
"Dec 29, 2019, 6:17:18 AM",Activity,2963607560
"Dec 29, 2019, 6:17:52 AM",Activity,2963876726
"Dec 30, 2019, 5:30:01 AM",Activity,2966584022
"Dec 30, 2019, 5:30:30 AM",Activity,2964502627
"Dec 30, 2019, 8:57:35 PM",Activity,2968700227
"Dec 30, 2019, 8:59:11 PM",Activity,2966709831
"Dec 31, 2019, 4:39:47 AM",Activity,2968993757
"Dec 31, 2019, 4:39:48 AM",Activity,2969010210
"Dec 31, 2019, 8:29:44 PM",Activity,2971170471
"Jan 2, 2020, 6:57:23 AM",Activity,2974569981
"Jan 2, 2020, 6:57:29 AM",Activity,2974557637
"Jan 2, 2020, 6:02:43 PM",Activity,2974797940
"Jan 3, 2020, 4:26:06 AM",Activity,2977284738
"Jan 4, 2020, 5:32:57 AM",Activity,2977343871
"Jan 4, 2020, 7:06:01 AM",Activity,2979816468
"Jan 5, 2020, 6:01:20 PM",Activity,2983089772
"Jan 7, 2020, 6:04:56 AM",Activity,2989011867
"Jan 8, 2020, 5:51:25 PM",Activity,2992062828
"Jan 13, 2020, 6:53:05 AM",Activity,3006867067
"Jan 14, 2020, 5:41:05 AM",Activity,3009487792
"Jan 15, 2020, 2:41:20 AM",Activity,3009762939
"Jan 15, 2020, 7:00:53 AM",Activity,3012430857
"Jan 17, 2020, 6:23:11 AM",Activity,3018158547
"Jan 17, 2020, 6:23:20 AM",Activity,3018172235
"Jan 17, 2020, 6:23:33 AM",Activity,3017567487
"Jan 19, 2020, 7:25:00 AM",Activity,3023647684
"Jan 21, 2020, 1:24:15 AM",Activity,3026876531
"Jan 22, 2020, 5:38:06 AM",Activity,3029811650
"Jan 22, 2020, 5:38:08 AM",Activity,3031963780
"Jan 23, 2020, 6:42:03 AM",Activity,3034394149
"Jan 23, 2020, 6:42:26 AM",Activity,3032617285
"Jan 23, 2020, 6:42:51 AM",Activity,3032943328
"Jan 25, 2020, 6:48:17 AM",Activity,3040402723
"Jan 25, 2020, 6:48:18 AM",Activity,3040381632
"Jan 25, 2020, 6:48:29 AM",Activity,3040369536
"Jan 26, 2020, 5:16:59 AM",Activity,3043725767
"Jan 29, 2020, 4:06:20 AM",Activity,3052304224
"Jan 29, 2020, 4:06:36 AM",Activity,3052594329
"Jan 29, 2020, 4:06:42 AM",Activity,3052602538
"Jan 29, 2020, 4:06:44 AM",Activity,3052602646
"Jan 29, 2020, 4:07:00 AM",Activity,3051920774
"Jan 29, 2020, 4:07:03 AM",Activity,3051920884
"Jan 31, 2020, 2:00:10 AM",Activity,3057274696
"Jan 31, 2020, 2:00:18 AM",Activity,3055850298
"Jan 31, 2020, 2:00:26 AM",Activity,3055849947
"Jan 31, 2020, 6:02:15 AM",Activity,3058114245
"Jan 31, 2020, 6:02:19 AM",Activity,3058319543
"Feb 1, 2020, 3:59:15 AM",Activity,3060683405
"Feb 1, 2020, 3:59:33 AM",Activity,3060732926
"Feb 1, 2020, 4:00:37 AM",Activity,3058363083
"Feb 1, 2020, 6:51:08 PM",Activity,3060700721
"Feb 4, 2020, 5:47:28 PM",Activity,3070011890
"Feb 4, 2020, 10:02:44 PM",Activity,3072180979
"Feb 4, 2020, 10:02:55 PM",Activity,3063974541
"Feb 4, 2020, 10:02:56 PM",Activity,3072179994
"Feb 5, 2020, 7:22:47 AM",Activity,3072963125
"Feb 8, 2020, 5:35:26 AM",Activity,3081075612
"Feb 8, 2020, 5:35:27 AM",Activity,3080976257
"Feb 9, 2020, 7:47:39 AM",Activity,3084345831
"Feb 10, 2020, 6:49:28 AM",Activity,3087271183
"Feb 10, 2020, 6:49:29 AM",Activity,3087237193
"Feb 10, 2020, 9:13:41 PM",Activity,3089000976
"Feb 10, 2020, 9:13:46 PM",Activity,3088690481
"Feb 10, 2020, 11:53:35 PM",Activity,3089043012
"Feb 11, 2020, 6:25:57 PM",Activity,3089715658
"Feb 11, 2020, 6:25:59 PM",Activity,3089705814
"Feb 13, 2020, 6:25:53 PM",Activity,3095683346
"Feb 13, 2020, 6:25:57 PM",Activity,3095345015
"Feb 13, 2020, 6:26:09 PM",Activity,3095381368
"Feb 13, 2020, 6:26:26 PM",Activity,3095643255
"Feb 13, 2020, 6:27:04 PM",Activity,3095347216
"Feb 13, 2020, 6:27:04 PM",Activity,3095395695
"Feb 13, 2020, 6:27:09 PM",Activity,3095395707
"Feb 15, 2020, 8:50:39 PM",Activity,3100416886
"Feb 15, 2020, 8:50:41 PM",Activity,3100358484
"Feb 15, 2020, 10:34:21 PM",Activity,3102850669
"Feb 16, 2020, 6:47:57 AM",Activity,3103682614
"Feb 16, 2020, 6:47:59 AM",Activity,3103696358
"Feb 16, 2020, 6:48:05 AM",Activity,3103659367
"Feb 16, 2020, 9:08:43 AM",Activity,3103733043
"Feb 17, 2020, 5:49:27 PM",Activity,3107270278
"Feb 18, 2020, 7:04:02 AM",Activity,3109548226
"Feb 18, 2020, 7:04:02 AM",Activity,3109547906
"Feb 18, 2020, 7:04:08 AM",Activity,3109633655
"Feb 18, 2020, 7:04:18 AM",Activity,3109541624
"Feb 18, 2020, 7:05:28 AM",Activity,3109516015
"Feb 18, 2020, 7:05:29 AM",Activity,3109548017
"Feb 18, 2020, 7:05:34 AM",Activity,3109653543
"Feb 18, 2020, 7:05:37 AM",Activity,3109653406
"Feb 18, 2020, 7:22:28 AM",Activity,3109718171
"Feb 19, 2020, 4:33:55 AM",Activity,3112512725
"Feb 19, 2020, 4:34:26 AM",Activity,3111877106
"Feb 19, 2020, 6:27:02 AM",Activity,3112582884
"Feb 20, 2020, 5:25:08 AM",Activity,3115434779
"Feb 20, 2020, 5:25:09 AM",Activity,3115482517
"Feb 20, 2020, 8:30:16 AM",Activity,3112969138
"Feb 21, 2020, 10:23:35 PM",Activity,3118265533
"Feb 23, 2020, 4:30:01 AM",Activity,3123773028
"Feb 23, 2020, 7:11:37 AM",Activity,3123906904
"Feb 23, 2020, 7:11:48 AM",Activity,3123937365
"Feb 23, 2020, 7:11:48 AM",Activity,3123935891
"Mar 2, 2020, 1:52:00 AM",Activity,3146769227
"Mar 2, 2020, 1:52:24 AM",Activity,3146053647
"Mar 2, 2020, 1:52:58 AM",Activity,3143757644
"Mar 2, 2020, 1:53:17 AM",Activity,3143707503
"Mar 2, 2020, 1:53:26 AM",Activity,3143707398
"Mar 2, 2020, 1:53:39 AM",Activity,3143707200
"Mar 2, 2020, 1:53:52 AM",Activity,3143579369
"Mar 2, 2020, 1:53:52 AM",Activity,3143577272
"Mar 2, 2020, 1:54:03 AM",Activity,3135371296
"Mar 2, 2020, 1:54:08 AM",Activity,3143576837
"Mar 2, 2020, 1:54:10 AM",Activity,3140366661
"Mar 2, 2020, 1:54:18 AM",Activity,3135372148
"Mar 3, 2020, 9:58:53 PM",Activity,3151639098
"Mar 4, 2020, 7:26:52 AM",Activity,3152567074
"Mar 8, 2020, 7:11:15 PM",Activity,3164032756
"Mar 8, 2020, 7:11:57 PM",Activity,3164055522
"Mar 10, 2020, 3:02:09 AM",Activity,3170021289
"Mar 10, 2020, 3:02:28 AM",Activity,3170021586
"Mar 10, 2020, 3:02:54 AM",Activity,3170021446
"Mar 22, 2020, 6:33:39 AM",Activity,3205556772
"Mar 22, 2020, 6:33:39 AM",Activity,3205553999
"Mar 22, 2020, 11:16:34 PM",Activity,3205639205
"Mar 25, 2020, 6:19:19 PM",Activity,3215431714
"Mar 25, 2020, 6:19:28 PM",Activity,3215463450
"Mar 26, 2020, 4:16:06 AM",Activity,3218766795
"Mar 26, 2020, 7:29:56 AM",Activity,3219026356
"Mar 26, 2020, 7:30:01 AM",Activity,3218879798
"Mar 26, 2020, 7:21:35 PM",Activity,3218917362
"Mar 26, 2020, 7:22:35 PM",Activity,3215226160
"Mar 26, 2020, 7:22:35 PM",Activity,3211762842
"Mar 26, 2020, 7:22:37 PM",Activity,3218879638
"Mar 27, 2020, 6:33:47 AM",Activity,3222507873
"Mar 28, 2020, 11:34:30 PM",Activity,3229515005
"Mar 28, 2020, 11:34:56 PM",Activity,3225892450
"Mar 29, 2020, 4:58:03 AM",Activity,3229777298
"Mar 29, 2020, 5:54:09 AM",Activity,3229725361
"Mar 29, 2020, 5:54:43 AM",Activity,3229791209
"Mar 29, 2020, 9:00:30 PM",Activity,3230271100
"Mar 31, 2020, 6:54:45 AM",Activity,3237089312
