Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Aug 21, 2001",69.0 kg,153 W,200,Runner,Metric,mm/dd/YYYY,Week,English (US),0:04:17,One Mile,All
